Title,Authors,Year,Source/Venue,URL,Brief Description/Keywords,Source_File,Domain_Category,Access_Type
Re-Thinking Data Strategy and Integration for Artificial Intelligence,Abdel Magid Hamouda,2023,MDPI,https://www.mdpi.com/2076-3417/13/12/7082,"## Article Menu Font Type: _Arial__Georgia__Verdana_ Open AccessEditor’s ChoiceReview by Abdulaziz Aldoseri , Khalifa N. Al-Khalifa and Abdel Magid Hamouda \* Engineering Management Program, College o...",Data Integration Challenges,MDPI Open Access,automatic
Research Knowledge Graphs: the Shifting Paradigm of Scholarly Information Representation,8 Jun 2025,2025,arXiv,https://arxiv.org/abs/2506.07285,"Authors: [Matthäus Zloch](https://arxiv.org/search/cs?searchtype=author&query=Zloch,+M), [Danilo Dessì](https://arxiv.org/search/cs?searchtype=author&query=Dess%C3%AC,+D), [Jennifer D'Souza](https://a...",Data Integration Challenges,arXiv,automatic
AIstorian lets AI be a historian: A KG-powered multi-agent system for accurate biography generation,14 Mar 2025,2025,arXiv,https://arxiv.org/abs/2503.11346,"Authors: [Fengyu Li](https://arxiv.org/search/cs?searchtype=author&query=Li,+F) (1), [Yilin Li](https://arxiv.org/search/cs?searchtype=author&query=Li,+Y) (1), [Junhao Zhu](https://arxiv.org/search/cs...",Data Integration Challenges,arXiv,automatic
Reframing a Novel Decentralized Knowledge Management Concept as a Desirable Vision: As We May Realize the Memex,Ulrich Schmitt,2021,MDPI,https://www.mdpi.com/2071-1050/13/7/4038/pdf,"sustainability Article Reframing a Novel Decentralized Knowledge Management Concept as a Desirable Vision: As We May Realize the Memex Ulrich Schmitt   Citation: Schmitt, U. Reframing ...",Data Integration Challenges,MDPI Open Access,automatic
A Human Digital Twin Architecture for Knowledge-based Interactions and Context-Aware Conversations,4 Apr 2025,2025,arXiv,https://arxiv.org/abs/2504.03147,# Computer Science > Human-Computer Interaction **arXiv:2504.03147** (cs) \[Submitted on 4 Apr 2025\] # Title:A Human Digital Twin Architecture for Knowledge-based Interactions and Context-Aware Conve...,Design Patterns,arXiv,automatic
Personalized Diabetes Management with Digital Twins: A Patient-Centric Knowledge Graph Approach,,2024,PubMed/PMC,https://pmc.ncbi.nlm.nih.gov/articles/PMC11051158/,## Abstract Diabetes management requires constant monitoring and individualized adjustments. This study proposes a novel approach that leverages digital twins and personal health knowledge graphs (PHK...,Design Patterns,PubMed/PMC,automatic
RHealthTwin: Towards Responsible and Multimodal Digital Twins for Personalized Well-being,10 Jun 2025,2025,arXiv,https://arxiv.org/abs/2506.08486,"View PDF Abstract: The rise of large language models (LLMs) has created new possibilities for digital twins in healthcare. However, the deployment of such systems in consumer health contexts raises si...",Design Patterns,arXiv,automatic
Cognitive Ledger Project: Towards Building Personal Digital Twins Through Cognitive Blockchain,Amir R. Asadi,2023,arXiv,https://export.arxiv.org/pdf/2201.08163v2.pdf,Reza Amir Humind Labs Tehran Iran Asadi a.asadi@humind.xyz Humind Labs Tehran Iran Cognitive Ledger Project: Towards Building Personal Digital Twins Through Cognitive Blockchain Cognitive ComputingKno...,Design Patterns,arXiv,automatic
(PDF) Human Digital Twin - Systematic Literature Review and Concept Disambiguation for Industry 5.0,,2024,ResearchGate,https://www.researchgate.net/publication/383334415_Human_Digital_Twin_-_Systematic_Literature_Review_and_Concept_Disambiguation_for_Industry_50,- [Home](https://www.researchgate.net/directory/publications) - [Maternity Care](https://www.researchgate.net/topic/Maternity-Care/publications) - [Pregnancy](https://www.researchgate.net/topic/Pregna...,Design Patterns,ResearchGate,automatic
Human digital twins: A systematic literature review and concept disambiguation for industry 5.0,"Ben Gaffinet, Jana Al Haj Ali, Yannick Naudet, Hervé Panetto",2025,HAL Archives,https://hal.science/hal-04864742v1/document,"HAL Id: hal-04864742 https://hal.science/hal-04864742v1 Submitted on 5 Jan 2025 HAL is a multi-disciplinary open access archive for the deposit and dissemination of scientific research documents, whe...",Design Patterns,HAL Archives,automatic
Networking Technologies for Enabling Human Digital Twin in Personalized Healthcare Applications: A Comprehensive Survey,,2023,arXiv,https://export.arxiv.org/pdf/2301.03930v1.pdf,"Jiayuan Chen Member, IEEEChangyan Yi Member, IEEESamuel D Okegbile Senior Member, IEEEJun Cai Xuemin Fellow, IEEESherman Shen Networking Technologies for Enabling Human Digital Twin in Personalized He...",Design Patterns,arXiv,automatic
Human Body Digital Twin: A Master Plan,Tang; Chenyu; Gao; Shuo; Occhipinti; Luigi G,2023,arXiv,https://arxiv.org/abs/2307.09225v1,"Download PDF The human body DT has the potential to revolutionize healthcare and wellness, but its responsible and effective implementation requires consideration of various factors. This article pres...",Design Patterns,arXiv,automatic
Digital Twins for Patient Care via Knowledge Graphs and Closed-Form Continuous-Time Liquid Neural Networks,Logan Nye,2023,arXiv,https://export.arxiv.org/pdf/2307.04772v1.pdf,MDLogan Nye SORG Orthopaedic Research Group Department of Orthopaedic Surgery Massachusetts General Hospital Digital Twins for Patient Care via Knowledge Graphs and Closed-Form Continuous-Time Liquid ...,Design Patterns,arXiv,automatic
"Ontologies in digital twin: Methodology, lessons learned and practical approach",,2023,Other,https://zenodo.org/record/8074139,"Published June 22, 2023 | Version v1 Conference paper Open Creators 1. ASM Research Solution Strategy 2. Universidad Politécnica de Madrid 3. DigitalTwin Technology GmbH 4. SINTEF, Trondheim, Norway 5...",Design Patterns,Zenodo,automatic
"Patient-centric knowledge graphs: a survey of current methods, challenges, and applications","Hassan S. Al Khatib, Subash Neupane, Harish Kumar Manchukonda, Noorbakhsh Amiri Golilarz, Sudip Mitt",2024,Frontiers,https://www.frontiersin.org/journals/artificial-intelligence/articles/10.3389/frai.2024.1388479/full,"## 1 Introduction The healthcare industry has experienced a significant shift, transitioning from traditional, provider-centric models toward patient-centered care. This shift highlights the critical ...",Design Patterns,Frontiers Open Access,automatic
KG4Diagnosis: A Hierarchical Multi-Agent LLM Framework with Knowledge Graph Enhancement for Medical Diagnosis,"22 Dec 2024 , last revised 28 Mar 2025 (this version, v4)",2024,arXiv,https://arxiv.org/abs/2412.16833,[View PDF](https://arxiv.org/pdf/2412.16833) [HTML (experimental)](https://arxiv.org/html/2412.16833v4) > Abstract:Integrating Large Language Models (LLMs) in healthcare diagnosis demands systematic f...,Design Patterns,arXiv,automatic
HealthGenie: Empowering Users with Healthy Dietary Guidance through Knowledge Graph and Large Language Models,20 Apr 2025,2025,arXiv,https://arxiv.org/abs/2504.14594,[View PDF](https://arxiv.org/pdf/2504.14594) [HTML (experimental)](https://arxiv.org/html/2504.14594v1) > Abstract:Seeking dietary guidance often requires navigating complex professional knowledge whi...,Design Patterns,arXiv,automatic
Applying Personal Knowledge Graphs to Health,"Sola Shirai,Oshani Seneviratne,Deborah L. McGuinness",2021,arXiv,https://arxiv.org/pdf/2104.07587v1.pdf,Sola Shirai Rensselaer Polytechnic Institute TroyNew YorkUSA Oshani Seneviratne Rensselaer Polytechnic Institute TroyNew YorkUSA Deborah L Mcguinness Rensselaer Polytechnic Institute TroyNew YorkUSA A...,Design Patterns,arXiv,automatic
Lifelong Personal Context Recognition,"Andrea Bontempelli,Marcelo Rodas Britez,Xiaoyue Li,Haonan Zhao,Luca Erculiani,Stefano Teso,Andrea Pa",2022,arXiv,https://arxiv.org/pdf/2205.10123v1.pdf,Andrea Bontempelli University of Trento Italy Marcelo Rodas Britez University of Trento Italy Xiaoyue Li University of Trento Italy Haonan Zhao University of Trento Italy Luca Erculiani University of ...,Design Patterns,arXiv,automatic
AGENTiGraph: An Interactive Knowledge Graph Platform for LLM-based Chatbots Utilizing Private Data,15 Oct 2024,2024,arXiv,https://arxiv.org/abs/2410.11531,"Authors: [Xinjie Zhao](https://arxiv.org/search/cs?searchtype=author&query=Zhao,+X), [Moritz Blum](https://arxiv.org/search/cs?searchtype=author&query=Blum,+M), [Rui Yang](https://arxiv.org/search/cs?...",Design Patterns,arXiv,automatic
FAIR Digital Twins for Data-Intensive Research,Erik Schultes and Barend Mons,2022,Frontiers,https://www.frontiersin.org/articles/10.3389/fdata.2022.883341/pdf,"PERSPECTIVE published: 11 May 2022 doi: 10.3389/fdata.2022.883341 Frontiers in Big Data | www.frontiersin.org 1 May 2022 | Volume 5 | Article 883341 Edited by: Corina Pascu, European Union Agency for ...",Design Patterns,Frontiers Open Access,automatic
(PDF) Weaving a Decentralized Semantic Web of (Personal) Knowledge,,2019,ResearchGate,https://www.researchgate.net/publication/334126329_Weaving_a_Decentralized_Semantic_Web_of_Personal_Knowledge,PreprintPDF Available # Weaving a Decentralized Semantic Web of (Personal) Knowledge - June 2019 - June 2019 DOI: [10.13140/RG.2.2.23855.07844](http://dx.doi.org/10.13140/RG.2.2.23855.07844) Authors: ...,Design Patterns,ResearchGate,automatic
,,2023,arXiv,https://arxiv.org/pdf/2004.00071.pdf,"arXiv:2004.00071v2 [cs.AI] 7 May 2020 Personal Health Knowledge Graphs for Patients Nidhi Rastogi, Ph.D.1, Mohammed J. Zaki, Ph.D.1 1Rensselaer Polytechnic Institute, Troy, New York, U.S.A. Abstract E...",Design Patterns,arXiv,automatic
Personal Health Knowledge Graph for Clinically Relevant Diet Recommendations,,2023,arXiv,https://arxiv.org/pdf/2110.10131.pdf,"Personal Health Knowledge Graph for Clinically Relevant Diet Recommendations Oshani Seneviratne1, Jonathan Harris1, Ching-Hua Chen2and Deborah L. McGuinness1 1Rensselaer Polytechnic Institute, 110 8th...",Design Patterns,arXiv,automatic
Knowledge Management System with NLP-Assisted Annotations: A Brief Survey and Outlook,Baihan Lin,2022,arXiv,https://export.arxiv.org/pdf/2206.07304v2.pdf,"Knowledge Management System with NLP-Assisted Annotations: A Brief Survey and Outlook Baihan Lin1,∗ 1Columbia University, New York, NY 10027, USA Abstract Knowledge management systems (KMS) are in hig...",Design Patterns,arXiv,automatic
"Knowledge Graph Construction: Extraction, Learning, and Evaluation",Yuchul Jung,2025,MDPI,https://www.mdpi.com/2076-3417/15/7/3727,"## Article Menu Font Type: _Arial__Georgia__Verdana_ Open AccessReview by Seungmin Choi 1 and Yuchul Jung 2,\* 1 Department of Computer Engineering, Kumoh National Institute of Technology, Gumi-si 391...",Design Patterns,MDPI Open Access,automatic
Knowledge Graph Building Blocks: An easy-to-use Framework for developing FAIREr Knowledge Graphs,"Lars Vogt,Marcel Konrad,Manuel Prinz",2023,arXiv,https://export.arxiv.org/pdf/2304.09029v1.pdf,Lars Vogt correspondingauthor:lars.m.vogt@gmail.com Leibniz Information Centre for Science and Technology Welfengarten 1B30167HanoverGermany Knowledge Graph Building Blocks: An easy-to-use Framework f...,Design Patterns,arXiv,automatic
Knowledge Graph Tuning: Real-time Large Language Model Personalization based on Human Feedback,30 May 2024,2024,arXiv,https://arxiv.org/abs/2405.19686,[View PDF](https://arxiv.org/pdf/2405.19686) [HTML (experimental)](https://arxiv.org/html/2405.19686v1) > Abstract:Large language models (LLMs) have demonstrated remarkable proficiency in a range of n...,Design Patterns,arXiv,automatic
Managing human-AI collaborations within Industry 5.0 scenarios via knowledge graphs: key challenges and lessons learned,,2024,PubMed/PMC,https://pmc.ncbi.nlm.nih.gov/articles/PMC11586345/,"## Abstract In this paper, we discuss technologies and approaches based on Knowledge Graphs (KGs) that enable the management of inline human interventions in AI-assisted manufacturing processes in Ind...",Design Patterns,PubMed/PMC,automatic
Design for a Digital Twin in Clinical Patient Care,2 May 2025,2025,arXiv,https://arxiv.org/abs/2505.01206,"Authors: Anna-Katharina Nitschke (1), Carlos Brandl (1), Fabian Egersdörfer (1), Magdalena Görtz (2 and 3), Markus Hohenfellner (3), Matthias Weidemüller (1) ((1) Physikalisches Institut, Universität ...",Design Patterns,arXiv,automatic
Human Digital Twin: A Survey,"Yujia Lin,Liming Chen,Aftab Ali,Christopher Nugent,Ian Cleland,Rongyang Li,Dazhi Gao,Hang Wang,Yajie",2022,arXiv,https://export.arxiv.org/pdf/2212.05937v1.pdf,"Yujia Lin Liming Chen l.chen@ulster.ac.uk School of Computing Ulster University 2-24 York StreetBT15 1APBelfast, BelfastUnited Kingdom † Aftab Ali a.ali@ulster.ac.uk School of Computing Ulster Univers...",Design Patterns,arXiv,automatic
(PDF) Human digital twin with applications,,2022,ResearchGate,https://www.researchgate.net/publication/362947115_Human_digital_twin_with_applications,- [Home](https://www.researchgate.net/directory/publications) - [Pregnancy](https://www.researchgate.net/topic/Pregnancy/publications) - [Medicine](https://www.researchgate.net/topic/Medicine/publicat...,Design Patterns,ResearchGate,automatic
A Human Digital-Twin-Based Framework Driving Human Centricity towards Industry 5.0,Gianfranco E. Modoni and Marco Sacco,2023,MDPI,https://mdpi-res.com/d_attachment/sensors/sensors-23-06054/article_deploy/sensors-23-06054.pdf?version=1688109680,"Citation: Modoni, G.E.; Sacco, M. A Human Digital-Twin-Based Framework Driving Human Centricity towards Industry 5.0. Sensors 2023, 23, 6054. https:// doi.org/10.3390/s23136054 Academic Editors: Houci...",Design Patterns,MDPI,automatic
Networking Architecture and Key Technologies for Human Digital Twin in Personalized Healthcare: A Comprehensive Survey,,2023,arXiv,https://export.arxiv.org/pdf/2301.03930v2.pdf,Jiayuan Chen jiayuan.chen@nuaa.edu.cn. College of Computer Science and Technol-ogy Department of Electrical and Computer En-gineering are with the Network Intelligence and Inno-vation Laboratory (NI 2...,Design Patterns,arXiv,automatic
AI-Powered System to Facilitate Personalized Adaptive Learning in Digital Transformation,Horacio González-Vélez,2025,MDPI,https://www.mdpi.com/2076-3417/15/9/4989,"## Article Menu Font Type: _Arial__Georgia__Verdana_ Open AccessArticle by Yao Yao \* and Horacio González-Vélez \* National College of Ireland, D01 N6P6 Dublin, Ireland \* Authors to whom corresponde...",Design Patterns,MDPI Open Access,automatic
Knowledge Patterns,"Peter Clark,John A. Thompson,B. Porter",2020,arXiv,https://arxiv.org/pdf/2005.04306.pdf,"Knowledge Patterns Peter Clark peter.e.clark@boeing.com Knowledge Systems, Boeing Mathematics and Computing Technology MS 7L66 PO Box 370798124SeattleWA John Thompson john.a.thompson@boeing.com Knowle...",Design Patterns,arXiv,automatic
,,2021,arXiv,https://arxiv.org/pdf/2106.12857v1.pdf,"Pattern-based Visualization of Knowledge Graphs Luigi Asprino 1 , Christian Colonna 1 , Misael Mongiov`ı 2 , Margherita Porena 2 , and Valentina Presutti 1,2 1 University of Bologna, Bologna, Italy 2 ...",Design Patterns,arXiv,automatic
Personalized Artificial General Intelligence (AGI) via Neuroscience-Inspired Continuous Learning Systems,Rajeev Gupta,2025,arXiv,https://arxiv.org/html/2504.20109v1,"Suhani Gupta Ronak Parikh Divya Gupta Amir Javaheri Jairaj Singh Shaktawat Department of AI and Robotics, IGNITE Pathways, Dublin, California, USA Department of Youth Wellness and Research, Neuro Heal...",Design Patterns,arXiv,automatic
An Ontology Design Pattern for Role-Dependent Names,"R. Rayan,C. Shimizu,P. Hitzler",2023,arXiv,https://arxiv.org/pdf/2305.02077.pdf,An Ontology Design Pattern for Role-Dependent Names Rushrukh Rayan Kansas State University USA Cogan Shimizu Wright State University USA Pascal Hitzler Kansas State University USA An Ontology Design P...,Design Patterns,arXiv,automatic
Unifying Large Language Models and Knowledge Graphs: A Roadmap,,2024,arXiv,https://ar5iv.labs.arxiv.org/html/2306.08302,"# Unifying Large Language Models and Knowledge Graphs: A Roadmap Shirui Pan, _Senior Member, IEEE_, Linhao Luo, Yufei Wang, Chen Chen, Jiapu Wang, Xindong Wu, Fellow, IEEEShirui Pan is with the School...",Design Patterns,arXiv,automatic
Human digital twin: a survey | Journal of Cloud Computing | Full Text,"Ning, Huansheng",2024,Springer,https://journalofcloudcomputing.springeropen.com/articles/10.1186/s13677-024-00691-z,Search all SpringerOpen articles Search Human digital twin: a survey [Download PDF](https://journalofcloudcomputing.springeropen.com/counter/pdf/10.1186/s13677-024-00691-z.pdf) [Download PDF](https://...,Design Patterns,Springer Open,automatic
Human Digital Twin in Industry 5.0: A Holistic Approach to Worker Safety and Well-Being through Advanced AI and Emotional Analytics,,2024,PubMed/PMC,https://pmc.ncbi.nlm.nih.gov/articles/PMC10818408/,"## Abstract This research introduces a conceptual framework designed to enhance worker safety and well-being in industrial environments, such as oil and gas construction plants, by leveraging Human Di...",Design Patterns,PubMed/PMC,automatic
SKG: A Versatile Information Retrieval and Analysis Framework for Academic Papers with Semantic Knowledge Graphs,"Yamei Tu, Rui Qiu, Han-Wei Shen",2023,arXiv,https://arxiv.org/pdf/2306.04758.pdf,[We gratefully acknowledge support from\ \ the Simons Foundation and member institutions.](https://confluence.cornell.edu/x/ALlRF),Design Patterns,arXiv,automatic
(PDF) Human Digital Twin: A Survey,,2022,ResearchGate,https://www.researchgate.net/publication/366348018_Human_Digital_Twin_A_Survey,- [Home](https://www.researchgate.net/directory/publications) - [Maternity Care](https://www.researchgate.net/topic/Maternity-Care/publications) - [Pregnancy](https://www.researchgate.net/topic/Pregna...,Design Patterns,ResearchGate,automatic
Systems Architecture Design Pattern Catalog for Developing Digital ...,Cor Verdouw,2020,MDPI,https://www.mdpi.com/1424-8220/20/18/5103,"## 1\. Introduction A digital twin refers to a digital replica of potential or actual entities (i.e., physical twin) \[ [1](http://www.mdpi.com/www.mdpi.com#B1-sensors-20-05103), [2](http://www.mdpi.c...",Design Patterns,MDPI Open Access,automatic
Digital Twin Meets Knowledge Graph for Intelligent Manufacturing ...,Symeon Papavassiliou,2024,MDPI,https://www.mdpi.com/1424-8220/24/8/2618,"## 1\. Introduction In today’s highly volatile industrial environment, businesses strive for the continuous integration of innovations that will allow for cost reduction, reduced time to market, and t...",Design Patterns,MDPI Open Access,automatic
[PDF] Untitled - DiVA portal,Sofia Duarte,,Other,https://www.diva-portal.org/smash/get/diva2:1802998/FULLTEXT01.pdf,Eksig 2023 “From Abstractness to Concreteness — experiential knowledge and the role of prototypes in design research” Proceedings MILANO 19.06 — 20.06 2023 k= eksig RY oc faiphorabopeenal Seciely DIPA...,Design Patterns,DiVA Portal,automatic
Rationalizing a Personalized Conceptualization for the Digital Transition and Sustainability of Knowledge Management Using the SVIDT Method,Ulrich Schmitt,2018,MDPI,https://www.mdpi.com/2071-1050/10/3/839/pdf,"sustainability Article Rationalizing a Personalized Conceptualization for the Digital Transition and Sustainability of Knowledge Management Using the SVIDT Method Ulrich Schmitt ID Business School, Un...",Design Patterns,MDPI Open Access,automatic
A Knowledge Graph-Enhanced Hidden Markov Model for Personalized Travel Routing: Integrating Spatial and Semantic Data in Urban Environments,Tao Wu,2025,MDPI,https://www.mdpi.com/2624-6511/8/3/75,"## 1\. Introduction Route recommendation has emerged as a pivotal research area in smart city systems, with increasing attention directed toward developing intelligent, personalized solutions \[ [1](h...",Design Patterns,MDPI Open Access,automatic
"Agentic Publications: An LLM-Driven Framework for Interactive Scientific Publishing, Supplementing Traditional Papers with AI-Powered Knowledge Systems",19 May 2025,2025,arXiv,https://arxiv.org/abs/2505.13246,[View PDF](https://arxiv.org/pdf/2505.13246) > Abstract:The exponential growth of scientific literature presents significant challenges for researchers navigating the complex knowledge landscape. We p...,Design Patterns,arXiv,automatic
Adoption of knowledge-graph best development practices for scalable and optimized manufacturing processes - PubMed,"M S Jawad 1 2 ,",2023,PubMed/PMC,https://pubmed.ncbi.nlm.nih.gov/36974325,"## Erratum in - [Corrigendum to ""Adoption of knowledge-graph best development practices for scalable and optimized manufacturing processes"" \[MethodsX Volume 10(2023) 102124\].](https://pubmed.ncbi.nl...",Design Patterns,PubMed/PMC,automatic
Enhancing the Recommendation of Learning Resources for Learners via an Advanced Knowledge Graph,Mingyan Zhang,2025,MDPI,https://www.mdpi.com/2076-3417/15/8/4204,## 1\. Introduction An intelligent tutoring system (ITS) is an educational tool that leverages artificial intelligence and big data technologies to provide personalized learning support and services t...,Design Patterns,MDPI Open Access,automatic
Ubiquitous knowledge empowers the Smart Factory: The impacts of a Service-oriented Digital Twin on enterprises' performance,"Francesco Longo,Letizia Nicoletti,Antonio Padovano",2022,arXiv,https://arxiv.org/pdf/2206.03268v1.pdf,F Longo L Nicoletti A Padovano Ubiquitous knowledge empowers the Smart Factory: The impacts of a Service-oriented Digital Twin on enterprises' performance Annual Reviews in Control 47201910.1016/j.arc...,Design Patterns,arXiv,automatic
,,2023,arXiv,https://arxiv.org/pdf/2306.06230.pdf,[View PDF](https://arxiv.org/pdf/2306.06230) [HTML (experimental)](https://arxiv.org/html/2306.06230v3) > Abstract:The metaverse refers to the merger of technologies for providing a digital twin of th...,Design Patterns,arXiv,automatic
Affordable AI Assistants with Knowledge Graph of Thoughts,"3 Apr 2025 , last revised 23 Jun 2025 (this version, v4)",2025,arXiv,https://arxiv.org/abs/2504.02670,"Authors: [Maciej Besta](https://arxiv.org/search/cs?searchtype=author&query=Besta,+M), [Lorenzo Paleari](https://arxiv.org/search/cs?searchtype=author&query=Paleari,+L), [Jia Hao Andrea Jiang](https:/...",Design Patterns,arXiv,automatic
[PDF] Untitled - White Rose Research Online,Sofia Duarte,,Other,https://eprints.whiterose.ac.uk/id/eprint/201087/8/EKSIG-Proceedings.pdf,Eksig 2023 “From Abstractness to Concreteness — experiential knowledge and the role of prototypes in design research” Proceedings MILANO 19.06 — 20.06 2023 k= eksig RY oc faiphorabopeenal Seciely DIPA...,Design Patterns,White Rose Research,automatic
IoT-Based Preventive Mental Health Using Knowledge Graphs and Standards for Better Well-Being,"19 Jun 2024 , last revised 21 Oct 2024 (this version, v3)",2024,arXiv,https://arxiv.org/abs/2406.13791,"# Computer Science > Artificial Intelligence **arXiv:2406.13791** (cs) \[Submitted on 19 Jun 2024 ( [v1](https://arxiv.org/abs/2406.13791v1)), last revised 21 Oct 2024 (this version, v3)\] # Title:IoT...",Design Patterns,arXiv,automatic
A Systematic Review on Human Modeling: Digging into Human Digital Twin Implementations,"Heribert Pascual,Xavi Masip Bruin,Albert Alonso,Judit Cerdà",2023,arXiv,https://export.arxiv.org/pdf/2302.03593v1.pdf,Heribert Pascual heribert.pascual@upc.edu Advanced Network Architectures Lab (CRAAX) Fundació Clínic per a la Recerca Biomèdica (FCRB) UPC Barcelona Tech * Barcelona Xavi Masip-Bruin Advanced Network ...,Design Patterns,arXiv,automatic
"General Theory of Information, Digital Genome, Large Language Models, and Medical Knowledge-DrivenDigital Assistant ""2279","W. Patrick Kelly, Francesco Coccaro and Rao Mikkilineni",2023,MDPI,https://www.mdpi.com/2813-0324/8/1/70/pdf?version=1691732643,"Citation: Kelly, W.P.; Coccaro, F.; Mikkilineni, R. General Theory of Information, Digital Genome, Large Language Models, and Medical Knowledge-Driven Digital Assistant. Comput. Sci. Math. Forum 2023,...",Design Patterns,MDPI Open Access,automatic
VAKG,"L. Christino, S., Rezaeipour, E. Milios & F. Paulovich",2023,arXiv,https://arxiv.org/pdf/2204.00585.pdf,"Volume xx (200y), Number z, pp. 1–14 A Theoretical Approach for Structuring and Analysing Knowledge Provenance for Visual Analytics L. Christino1,2 , S. Rezaeipour1, E. Milios1and F. Paulovich2 1Dalho...",Design Patterns,arXiv,automatic
KSG: Knowledge and Skill Graph,"Feng Zhao,Ziqi Zhang,Donglin Wang",2022,arXiv,https://export.arxiv.org/pdf/2209.05698v1.pdf,Feng Zhao zhaofeng@westlake.edu.cn Ziqi Zhang Donglin Wang wangdonglin@westlake.edu.cn Feng Zhao Ziqi Zhang Donglin Wang Westlake University Hangzhou ZhejiangChina Westlake University Hangzhou Zhejian...,Design Patterns,arXiv,automatic
Personal Digital Twin: A Close Look into the Present and a Step towards the Future of Personalised Healthcare Industry,,2022,PubMed/PMC,https://pmc.ncbi.nlm.nih.gov/articles/PMC9371419/,[Skip to main content](https://pmc.ncbi.nlm.nih.gov/articles/PMC9371419/#main-content) ![](https://pmc.ncbi.nlm.nih.gov/static/img/icon-dot-gov.svg) **Official websites use .gov** A **.gov** website b...,Design Patterns,PubMed/PMC,automatic
PsyDT: Using LLMs to Construct the Digital Twin of Psychological Counselor with Personalized Counseling Style for Psychological Counseling,18 Dec 2024,2024,arXiv,https://arxiv.org/abs/2412.13660,# Computer Science > Computation and Language **arXiv:2412.13660** (cs) \[Submitted on 18 Dec 2024\] # Title:PsyDT: Using LLMs to Construct the Digital Twin of Psychological Counselor with Personalize...,Design Patterns,arXiv,automatic
,,2023,arXiv,https://arxiv.org/pdf/2301.03930,"1 Networking Architecture and Key Supporting Technologies for Human Digital Twin in Personalized Healthcare: A Comprehensive Survey Jiayuan Chen, Changyan Yi, Member, IEEE, Samuel D. Okegbile, Member,...",Design Patterns,arXiv,automatic
Patterns of basic knowledge,,2022,PubMed/PMC,https://pmc.ncbi.nlm.nih.gov/articles/PMC8851074/,[Skip to main content](https://pmc.ncbi.nlm.nih.gov/articles/PMC8851074/#main-content) ![](https://pmc.ncbi.nlm.nih.gov/static/img/icon-dot-gov.svg) **Official websites use .gov** A **.gov** website b...,Design Patterns,PubMed/PMC,automatic
Towards an End-to-End Personal Fine-Tuning Framework for AI Value Alignment,Lukas Petersson,2024,MDPI,https://www.mdpi.com/2079-9292/13/20/4044,"## 1\. Introduction Generative AI, particularly Large Language Models (LLMs) like ChatGPT, has rapidly advanced and become integral to daily life and the global economy \[ [1](http://www.mdpi.com/www....",Design Patterns,MDPI Open Access,automatic
ReGraP-LLaVA: Reasoning enabled Graph-based Personalized Large Language and Vision Assistant,6 May 2025,2025,arXiv,https://arxiv.org/abs/2505.03654,"View PDF HTML (experimental) Abstract: Recent advances in personalized MLLMs enable effective capture of user-specific concepts, supporting both recognition of personalized concepts and contextual cap...",Design Patterns,arXiv,automatic
"1+1>2: Programming Know-What and Know-How Knowledge Fusion, Semantic Enrichment and Coherent Application","Qing Huang,Zhiqiang Yuan,Zhenchang Xing,Zhentao Zuo,Changjing Wang,Xin Xia",2023,arXiv,https://export.arxiv.org/pdf/2207.05560v3.pdf,"Qing Huang Zhiqiang Yuan Zhenchang Xing Zhengkang Zuo Changjing Wang Xin Xia +1>2: Programming Know-What and Know-How Knowledge Fusion, Semantic Enrichment and Coherent Application 1Index Terms-Softwa...",Architecture Gaps,arXiv,automatic
Insert Your Title Here,"FirstName Surname†, FirstName Surname, FirstName Surname",2021,arXiv,https://arxiv.org/pdf/2103.01387v1.pdf,"On a Factorial Knowledge Architecture for Data Science-powered Software Engineering ∗ Zheng Li Department of Computer Science University of Concepción Concepción, Chile imlizheng@gmail.com ABSTRACT Gi...",Architecture Gaps,arXiv,automatic
Managing Software Security Knowledge in Context: An Ontology Based Approach,Basel Katt,2019,MDPI,https://www.mdpi.com/2078-2489/10/6/216,## 1\. Introduction Knowledge of software security is highly complex since it is quite context-specific and can be applied in diverse ways \[ [1](http://www.mdpi.com/www.mdpi.com#B1-information-10-002...,Architecture Gaps,MDPI Open Access,automatic
Smart Knowledge Transfer using Google-like Search,"Srijoni Majumdar,Partha Pratim Das",2023,arXiv,https://arxiv.org/pdf/2308.06653.pdf,Smart Knowledge Transfer using Google-like Search Srijoni Majumdar majumdar.srijoni@gmail.com Advanced Technology Development Centre Department of Computer Science and Engineering Indian Institute of ...,Architecture Gaps,arXiv,automatic
(PDF) TOWARDS A SYSTEMS ENGINEERING ONTOLOGY STACK,,2024,ResearchGate,https://www.researchgate.net/publication/383858587_TOWARDS_A_SYSTEMS_ENGINEERING_ONTOLOGY_STACK,"Semantic Web Technologies (SWTs) provide an approach to the structuring and understanding of data. SWTs utilize ontologies, reasoners, and query languages to structure existing knowledge, validate kno...",Architecture Gaps,ResearchGate,automatic
Microsoft Word - INCOSE_SWTMethodology_v20.docx,,2023,arXiv,https://arxiv.org/pdf/2206.10454.pdf,1 Driving Digital Engineering Integration and Interoperability Through Semantic Integration of Models with Ontologies Daniel Dunbar1 | Thomas Hagedorn1 | Mark Blackburn1 | John Dzielski1 | Steven Hesp...,Architecture Gaps,arXiv,automatic
