Title,Authors,Year,Source/Venue,URL,Brief Description/Keywords
IoT-Based Preventive Mental Health Using Knowledge Graphs and Standards for Better Well-Being,"19 Jun 2024 , last revised 21 Oct 2024 (this version, v3)",2024,arXiv,https://arxiv.org/abs/2406.13791,"# Computer Science > Artificial Intelligence **arXiv:2406.13791** (cs) \[Submitted on 19 Jun 2024 ( [v1](https://arxiv.org/abs/2406.13791v1)), last revised 21 Oct 2024 (this version, v3)\] # Title:IoT..."
A Systematic Review on Human Modeling: Digging into Human Digital Twin Implementations,"Heribert Pascual,Xavi Masip Bruin,Albert Alonso,Judit Cerdà",2023,arXiv,https://export.arxiv.org/pdf/2302.03593v1.pdf,Heribert Pascual heribert.pascual@upc.edu Advanced Network Architectures Lab (CRAAX) Fundació Clínic per a la Recerca Biomèdica (FCRB) UPC Barcelona Tech * Barcelona Xavi Masip-Bruin Advanced Network ...
Knowledge sharing and discovery across heterogeneous research infrastructures.,"Siamak Farshidi,Xiaofeng Liao,Na Li,Doron Goldfarb,Barbara Magagna,Markus Stocker,Keith Jeffery,Pete",2021,Other,https://zenodo.org/record/8058446/files/openreseurope-1-14751.pdf,Siamak Farshidi Department of Information and Computer Science Utrecht University UtrechtThe Netherlands Xiaofeng Liao MultiScale Networked Systems (MNS) University of Amsterdam 1098 XKAmsterdamNether...
"General Theory of Information, Digital Genome, Large Language Models, and Medical Knowledge-DrivenDigital Assistant ""2279","W. Patrick Kelly, Francesco Coccaro and Rao Mikkilineni",2023,MDPI,https://www.mdpi.com/2813-0324/8/1/70/pdf?version=1691732643,"Citation: Kelly, W.P.; Coccaro, F.; Mikkilineni, R. General Theory of Information, Digital Genome, Large Language Models, and Medical Knowledge-Driven Digital Assistant. Comput. Sci. Math. Forum 2023,..."
VAKG,"L. Christino, S., Rezaeipour, E. Milios & F. Paulovich",2023,arXiv,https://arxiv.org/pdf/2204.00585.pdf,"Volume xx (200y), Number z, pp. 1–14 A Theoretical Approach for Structuring and Analysing Knowledge Provenance for Visual Analytics L. Christino1,2 , S. Rezaeipour1, E. Milios1and F. Paulovich2 1Dalho..."
KSG: Knowledge and Skill Graph,"Feng Zhao,Ziqi Zhang,Donglin Wang",2022,arXiv,https://export.arxiv.org/pdf/2209.05698v1.pdf,Feng Zhao zhaofeng@westlake.edu.cn Ziqi Zhang Donglin Wang wangdonglin@westlake.edu.cn Feng Zhao Ziqi Zhang Donglin Wang Westlake University Hangzhou ZhejiangChina Westlake University Hangzhou Zhejian...
Personal Digital Twin: A Close Look into the Present and a Step towards the Future of Personalised Healthcare Industry,,2022,PubMed/PMC,https://pmc.ncbi.nlm.nih.gov/articles/PMC9371419/,[Skip to main content](https://pmc.ncbi.nlm.nih.gov/articles/PMC9371419/#main-content) ![](https://pmc.ncbi.nlm.nih.gov/static/img/icon-dot-gov.svg) **Official websites use .gov** A **.gov** website b...
PsyDT: Using LLMs to Construct the Digital Twin of Psychological Counselor with Personalized Counseling Style for Psychological Counseling,18 Dec 2024,2024,arXiv,https://arxiv.org/abs/2412.13660,# Computer Science > Computation and Language **arXiv:2412.13660** (cs) \[Submitted on 18 Dec 2024\] # Title:PsyDT: Using LLMs to Construct the Digital Twin of Psychological Counselor with Personalize...
,,2023,arXiv,https://arxiv.org/pdf/2301.03930,"1 Networking Architecture and Key Supporting Technologies for Human Digital Twin in Personalized Healthcare: A Comprehensive Survey Jiayuan Chen, Changyan Yi, Member, IEEE, Samuel D. Okegbile, Member,..."
Patterns of basic knowledge,,2022,PubMed/PMC,https://pmc.ncbi.nlm.nih.gov/articles/PMC8851074/,[Skip to main content](https://pmc.ncbi.nlm.nih.gov/articles/PMC8851074/#main-content) ![](https://pmc.ncbi.nlm.nih.gov/static/img/icon-dot-gov.svg) **Official websites use .gov** A **.gov** website b...
Towards an End-to-End Personal Fine-Tuning Framework for AI Value Alignment,Lukas Petersson,2024,MDPI,https://www.mdpi.com/2079-9292/13/20/4044,"## 1\. Introduction Generative AI, particularly Large Language Models (LLMs) like ChatGPT, has rapidly advanced and become integral to daily life and the global economy \[ [1](http://www.mdpi.com/www...."
ReGraP-LLaVA: Reasoning enabled Graph-based Personalized Large Language and Vision Assistant,6 May 2025,2025,arXiv,https://arxiv.org/abs/2505.03654,"View PDF HTML (experimental) Abstract: Recent advances in personalized MLLMs enable effective capture of user-specific concepts, supporting both recognition of personalized concepts and contextual cap..."
